component,var_name,var_value,component_mean,component_std
dim_12,ATBR12C,2,0.09288602279786737,0.16396224522485287
dim_12,ATBR12C,3,0.13969542378951802,0.21864263780735868
dim_12,ATBR12C,4,-0.12108921170063103,0.16732170214630382
dim_12,ATBR12A,1,0.126133390586809,0.19143748110729467
dim_12,ATBR12A,2,-0.12731811247710473,0.16396142480243575
dim_12,ATBR12DB,1,0.11184028879677327,0.14453917738276612
dim_12,ATBR12DB,2,0.16016248470542563,0.2029786951310678
dim_12,ATBR12DB,3,-0.10517611428409712,0.17010333975528288
dim_12,ATBR12DA,1,0.10437903316203248,0.16028528980883255
dim_12,ATBR12DA,2,0.16145534514713092,0.1975957686017613
dim_12,ATBR12DA,3,-0.10187466639201273,0.16960962585565673
dim_12,ATBR12DC,1,0.10960297730061196,0.1173883786319793
dim_12,ATBR12DC,2,0.15833972177921665,0.20051925701108353
dim_12,ATBR12DC,3,-0.09594315466601139,0.17478296733311913
dim_12,ATBR12ED,1,0.15627159050482498,0.015877574428300192
dim_12,ATBR12ED,2,0.1759462593071411,0.18819292439439264
dim_12,ATBR12ED,3,0.16887506678180025,0.1902022444146083
dim_12,ATBR12ED,4,-0.07194832972537692,0.18961160332848603
dim_12,ATBR12BC,1,0.12771641424788752,0.1904677130567459
dim_12,ATBR12BC,2,-0.09502378864421637,0.1878686425650909
dim_12,ATBR10G,1,-0.15183962211080254,0.17283937801331808
dim_12,ATBR10G,2,0.07951432634337642,0.18524999083477897
dim_12,ATBR10G,3,0.07781766458353229,0.24448438850716211
dim_12,ATBR10G,4,-0.07944676875014368,0.013163858390565438
dim_12,ATBR12EB,1,0.07350468488380357,0.10110251644077048
dim_12,ATBR12EB,2,0.19582301520232118,0.14415224541679858
dim_12,ATBR12EB,3,0.1325896861332719,0.20877355422233293
dim_12,ATBR12EB,4,-0.07761267970347176,0.19648887481892507
dim_12,ATBR12EC,1,0.03196304687864002,0.1274776455209475
dim_12,ATBR12EC,2,0.17819868408290843,0.17291208954375437
dim_12,ATBR12EC,3,0.14416539625000355,0.1674792343099722
dim_12,ATBR12EC,4,-0.07881114600887187,0.2016172973048289
dim_12,ACBG14I,1,-0.18598991859589126,0.182086255650271
dim_12,ACBG14I,2,-0.12259908419359117,0.18342341165426046
dim_12,ACBG14I,3,0.06358212228021874,0.1781161034122948
dim_12,ACBG14I,4,0.07669103965524399,0.2303725510841976
dim_12,ACBG14I,5,0.046082972699809925,0.14686089594380816
dim_12,ATBR10F,1,-0.16089331386998504,0.18904698737286904
dim_12,ATBR10F,2,0.07216141781114235,0.1802743794496824
dim_12,ATBR10F,3,0.04922108094090865,0.22924008619437214
dim_12,ATBR10F,4,-0.09474829707134273,0.027521210601369122
dim_12,ATBR10I,1,-0.11422101704309619,0.1972264373506876
dim_12,ATBR10I,2,0.03280680321146613,0.19326493225673383
dim_12,ATBR10I,3,0.19417254805067072,0.19745575678039656
dim_12,ATBR10I,4,-0.1344627661620822,0.01767955453765947
dim_12,ACBG14J,1,-0.2782908654575161,0.17187034867432968
dim_12,ACBG14J,2,-0.16679439447468597,0.12451572121966512
dim_12,ACBG14J,3,-0.05642393935844124,0.20123845569553933
dim_12,ACBG14J,4,0.109775945338587,0.2275934107220339
dim_12,ACBG14J,5,0.015777400276944107,0.15760139645037505
dim_12,ATBR10C,1,-0.090992668207186,0.21504012736223485
dim_12,ATBR10C,2,0.03352709676269197,0.17646791606737097
dim_12,ATBR10C,3,0.23469648010369032,0.22577232104541256
dim_12,ACBG14H,1,-0.23542884028820082,0.11214700063417711
dim_12,ACBG14H,2,-0.03503340185628926,0.19278488281768733
dim_12,ACBG14H,3,0.036531152740640095,0.207868028480906
dim_12,ACBG14H,4,0.09551414000301496,0.21195754003407205
dim_12,ACBG14H,5,0.07085362616296816,0.24091957094800742
dim_12,ACBG14G,1,-0.24280259159620218,0.128204207862695
dim_12,ACBG14G,2,0.0011927765525075434,0.2040065458829549
dim_12,ACBG14G,3,0.044188056102190724,0.200028845965548
dim_12,ACBG14G,4,0.22805793714833944,0.25885996551911006
dim_12,ACBG14G,5,0.2429524617287668,0.013288916456715738
dim_12,ATBR12BA,1,0.146396158722074,0.17921050965728808
dim_12,ATBR12BA,2,-0.05830330678517462,0.2053846591681543
dim_12,ATBR10J,1,-0.24326163185044164,0.1534747658311325
dim_12,ATBR10J,2,0.0021234275820307953,0.2005581052473897
dim_12,ATBR10J,3,0.07576352788933798,0.20284170935299065
dim_12,ATBR10J,4,-0.022226398329723715,0.22543548862655632
dim_12,ATBR08F,1,-0.1249543472292858,0.19819759189041508
dim_12,ATBR08F,2,0.06749656492412419,0.20402178839776364
dim_12,ATBR08F,3,0.055542252833914084,0.19093527103120367
dim_12,ATBR08F,4,0.007256044983926334,0.0810421023473976
dim_12,ATBR10D,1,-0.14527599121913984,0.20095289638575156
dim_12,ATBR10D,2,0.0370953748904683,0.19703402855204538
dim_12,ATBR10D,3,0.0816326970201193,0.21124673043984296
dim_12,ATBR10D,4,-0.27359204972784973,0.017448776571444346
dim_12,ATBR12BD,1,0.17422708899421957,0.14618222187010202
dim_12,ATBR12BD,2,-0.04348892680891544,0.21210820243783673
dim_12,ATBR10H,1,-0.15245445488469578,0.18011847900758693
dim_12,ATBR10H,2,0.006811893038136651,0.2044448542818668
dim_12,ATBR10H,3,0.10693996932883049,0.21725013730022114
dim_12,ATBR10H,4,-0.06261913336002406,0.07040713653539815
dim_12,ACBG14N,1,-0.3039555983449264,0.031177091353369508
dim_12,ACBG14N,2,-0.11547786872030484,0.18315273076898902
dim_12,ACBG14N,3,-0.032865616634852116,0.18922206635460434
dim_12,ACBG14N,4,0.006957527770083484,0.19538519276382008
dim_12,ACBG14N,5,0.1423321134693072,0.2558369084608374
dim_13,ATBR09I,1,0.11210699978967814,0.14927505410564726
dim_13,ATBR09I,2,-0.056554895869829605,0.1780899136911653
dim_13,ATBR09I,3,-0.022502484342604618,0.1655436400620621
dim_13,ATBR09I,4,0.3268045659476016,0.265426168551409
dim_13,ATBR10K,1,-0.17522186232401835,0.12174833467308484
dim_13,ATBR10K,2,-0.08704555041399047,0.14074318449382286
dim_13,ATBR10K,3,-0.055996619601407345,0.16895221891761353
dim_13,ATBR10K,4,0.08819710360934224,0.19462311728729215
dim_13,ATBR07BB,1,0.2001818348472007,0.03245390987528259
dim_13,ATBR07BB,2,-0.044023270004620536,0.14804894179454545
dim_13,ATBR07BB,3,-0.09963743321709195,0.17035013004208743
dim_13,ATBR07BB,4,0.06662145041534775,0.18584994891039414
dim_13,ATBR18D,1,0.06311900705641124,0.18529203685104548
dim_13,ATBR18D,2,-0.09516587460132803,0.16772150690048165
dim_13,ATBR18D,3,-0.07344172507049147,0.17377740519204907
dim_13,ACBG20,1,-0.006307135639580473,0.17955632421842824
dim_13,ACBG20,2,0.9136746037883082,0.05018561440369279
dim_13,ACBG21D,1,-0.006307135639580473,0.17955632421842824
dim_13,ACBG21D,2,0.9136746037883082,0.05018561440369279
dim_13,ACBG21E,1,-0.006307135639580473,0.17955632421842824
dim_13,ACBG21E,2,0.9136746037883082,0.05018561440369279
dim_13,ACBG21B,1,-0.006307135639580473,0.17955632421842824
dim_13,ACBG21B,2,0.9136746037883082,0.05018561440369279
dim_13,ATBR06B,1,0.07090728163146165,0.07768346866402896
dim_13,ATBR06B,2,-0.029741796681412042,0.18414460620366316
dim_13,ATBR06B,3,-0.05786937514166592,0.17026448978965175
dim_13,ATBR06B,4,0.1004125182187234,0.19598666658875094
dim_14,ATBR09D,1,0.04175790833931902,0.17186764961804502
dim_14,ATBR09D,2,-0.011872365675764737,0.16037577247992255
dim_14,ATBR09D,3,-0.0744666037771824,0.15777237873057512
dim_14,ATBR09D,4,0.9909277581442639,0.25064396256971055
dim_14,ATBR09C,1,0.04099017759784256,0.1750277413030597
dim_14,ATBR09C,2,-0.03145140399277636,0.1573059483301248
dim_14,ATBR09C,3,-0.03165628078293866,0.16719062207825006
dim_14,ATBR09C,4,1.058801944461729,0.026993297120972107
dim_14,ATBR08E,1,-0.012622796835530395,0.16523158879523908
dim_14,ATBR08E,2,-0.012172015163399523,0.16791930316340128
dim_14,ATBR08E,3,0.11609145332783753,0.1860367226573478
dim_14,ATBR08E,4,1.058801944461729,0.026993297120972107
dim_14,ATBR09A,1,0.20340212299939164,0.16612906750708292
dim_14,ATBR09A,2,-0.05794527328027995,0.1401685312915078
dim_14,ATBR09A,3,-0.0173629683096969,0.1600838890707648
dim_14,ATBR09A,4,0.4156765394461696,0.4538981235915764
dim_14,ATBR09G,1,0.15111486109074607,0.123179048996703
dim_14,ATBR09G,2,-0.03422995309436536,0.14339989999146807
dim_14,ATBR09G,3,-0.049783055065747,0.1615219002964127
dim_14,ATBR09G,4,0.15694342821379073,0.3210523803533075
dim_14,ATBR06D,1,0.04133667338032014,0.12198565959552753
dim_14,ATBR06D,2,-0.056237626940976795,0.1697369292705893
dim_14,ATBR06D,3,-0.016455612129166006,0.1581108424179479
dim_14,ATBR06D,4,0.273418991449787,0.32561981130506074
dim_14,ATBR12EA,1,0.1612232392130102,0.16045181647750675
dim_14,ATBR12EA,2,0.09847857025492288,0.09938662066311811
dim_14,ATBR12EA,3,0.043502747007314976,0.1782280449207186
dim_14,ATBR12EA,4,-0.05391675372460744,0.18972126768911843
dim_14,ATBR08G,1,0.04766152028386213,0.17799569364359308
dim_14,ATBR08G,2,-0.008398436276714206,0.17746974299648158
dim_14,ATBR08G,3,-0.042734356804347104,0.13682171603943838
dim_14,ATBR08G,4,0.5015797239849559,0.5246507971722927
dim_15,ACBG14K,1,0.11711596721292485,0.20203109244737627
dim_15,ACBG14K,2,0.06420814923256321,0.1488629303705516
dim_15,ACBG14K,3,-0.04468808257980072,0.1379192659656255
dim_15,ACBG14K,4,-0.13026053491336237,0.1681376414846472
dim_15,ACBG14K,5,-0.1571151665432757,0.1365312994024035
dim_15,ACBG14I,1,0.0027420286700832654,0.1887225686445602
dim_15,ACBG14I,2,0.1537397236059986,0.18399190080623912
dim_15,ACBG14I,3,0.03186338307280164,0.1503321756203043
dim_15,ACBG14I,4,-0.06768718440981773,0.15772105445287887
dim_15,ACBG14I,5,-0.1980106686338296,0.12256790324997938
dim_15,ACBG14H,1,0.12852845299402257,0.14011056220542648
dim_15,ACBG14H,2,0.10155484379294351,0.1940038551614884
dim_15,ACBG14H,3,-0.036710333695000284,0.1540965498739986
dim_15,ACBG14H,4,-0.12661573127910702,0.14004424587248637
dim_15,ACBG14H,5,-0.0858578297181198,0.17084730505553766
dim_15,ACBG14L,1,0.0893916403716138,0.06007265059506901
dim_15,ACBG14L,2,0.1931290641755785,0.19036893746094083
dim_15,ACBG14L,3,0.06865356090246086,0.16843774244339993
dim_15,ACBG14L,4,-0.06187057257897603,0.16133454739264685
dim_15,ACBG14L,5,-0.09388801263740142,0.15513225719631318
dim_15,ACBG14J,1,0.1587737208445937,0.1183646239045616
dim_15,ACBG14J,2,0.21542123062952961,0.173290862215343
dim_15,ACBG14J,3,0.058924629122201935,0.16928773826744814
dim_15,ACBG14J,4,-0.0684812842556146,0.15036513708649896
dim_15,ACBG14J,5,-0.07013533131187126,0.17673464484950646
dim_15,ACBG14N,1,0.09349735295617417,0.06668364803679838
dim_15,ACBG14N,2,0.22441467783144686,0.1810722821278544
dim_15,ACBG14N,3,0.04031423968485367,0.1546494065160453
dim_15,ACBG14N,4,-0.051657055124454135,0.16413802258871635
dim_15,ACBG14N,5,-0.06208787911076745,0.1744111530537267
dim_15,ATBR11B,1,-0.07864521421793175,0.14826456187661977
dim_15,ATBR11B,2,0.10438879051451187,0.18452273722194648
dim_15,ATBR11B,3,-0.022944874375790195,0.16882741852790237
dim_15,ATBR11B,4,-0.22571116377229872,0.02744440416588793
dim_15,ACBG14M,1,0.17646129766293325,0.023021520970798702
dim_15,ACBG14M,2,0.11287358376945342,0.06694709527156684
dim_15,ACBG14M,3,0.15808726470674905,0.20109253110702394
dim_15,ACBG14M,4,-0.03157288591639777,0.16127024295512118
dim_15,ACBG14M,5,-0.05501419627567662,0.16565729955881012
dim_15,ATBR09F,1,-0.09279420090377032,0.14012745628398626
dim_15,ATBR09F,2,0.10898371682497478,0.16376638548262978
dim_15,ATBR09F,3,-0.024250309169555877,0.1735363603835539
dim_15,ATBR09F,4,-0.0944517427833941,0.250973759616458
dim_15,ATBR10E,1,-0.09818196574651457,0.15892016397181447
dim_15,ATBR10E,2,0.05882073743663452,0.17813147742232008
dim_15,ATBR10E,3,-0.024678577074660427,0.16527580709020465
dim_15,ATBR10E,4,-0.20907585814431692,0.17933585994835866
dim_15,ATBR09H,1,-0.0789699778839165,0.16361081272937894
dim_15,ATBR09H,2,0.1356583216385682,0.194904856115594
dim_15,ATBR09H,3,0.0017529919455249266,0.16452147700306818
dim_15,ATBR09H,4,-0.10417259898350269,0.17923059579757972
dim_16,ATBG05BC,1,0.27607130154824755,0.13979506524977503
dim_16,ATBG05BC,2,0.07533019798431612,0.16706590083697684
dim_16,ATBG05BC,3,-0.048786077141987655,0.16563740368069946
dim_16,ATBG05BI,1,0.11472870641730099,0.1661625906629922
dim_16,ATBG05BI,2,-0.010523145325183031,0.1627716612235603
dim_16,ATBG05BI,3,-0.12754457579157272,0.17962031298515088
dim_16,ATBG05BF,1,0.12537199609998279,0.18376017144689075
dim_16,ATBG05BF,2,-0.005187752902220611,0.1623244647933853
dim_16,ATBG05BF,3,-0.09886416505845923,0.1592376880054614
dim_17,ATBR13B,1,0.22269613429800836,0.20478889837820147
dim_17,ATBR13B,2,0.02005380385955709,0.13532156774033519
dim_17,ATBR13B,3,-0.02543512526340486,0.126237311250278
dim_17,ATBR13B,4,-0.056075848880509455,0.1759359227274801
dim_17,ATBR13A,1,-0.019162264447348417,0.15169848646532494
dim_17,ATBR13A,2,0.3187042553962842,0.22594183097427278
dim_17,ATBR11C,1,-0.009011893351241793,0.18695871406460066
dim_17,ATBR11C,2,0.03963137770071045,0.14563738985180927
dim_17,ATBR11C,3,-0.09139440158656276,0.15638540605837908
dim_17,ATBR11C,4,0.34082153875500293,0.22871888429662818
dim_17,ACBG14I,1,-0.1271534032291602,0.2223131153940375
dim_17,ACBG14I,2,-0.030975174231298277,0.12100959807137353
dim_17,ACBG14I,3,0.09169126099667502,0.13856305903532276
dim_17,ACBG14I,4,-0.03343119154155777,0.16795612235750973
dim_17,ACBG14I,5,0.023893564541317018,0.12523608257351518
dim_17,ACBG14N,1,-0.34284065693654503,0.025320291344723585
dim_17,ACBG14N,2,-0.05261559185539096,0.1678743627481488
dim_17,ACBG14N,3,-0.05441411808281219,0.1520332505691308
dim_17,ACBG14N,4,0.054291367254262896,0.16376335241363923
dim_17,ACBG14N,5,-0.006652710557026985,0.16546816431880812
dim_17,ATBR12EC,1,0.453687200376158,0.14988834601585205
dim_17,ATBR12EC,2,0.04723131330953738,0.17769506462787513
dim_17,ATBR12EC,3,-0.04024693898768507,0.14729173867530745
dim_17,ATBR12EC,4,-0.004207909720035342,0.16401091139401572
dim_17,ACBG13,1,0.06926162673539857,0.14651062147583996
dim_17,ACBG13,2,0.02193583597149287,0.12020572713038781
dim_17,ACBG13,3,0.07436276144313525,0.14815390798578976
dim_17,ACBG13,4,-0.07099479147083794,0.18363599172695122
dim_17,ATBR11A,1,0.03747075871195725,0.09948019908573841
dim_17,ATBR11A,2,0.05553897283054119,0.15138944057635614
dim_17,ATBR11A,3,-0.04003925358360666,0.19338087715883814
dim_17,ATBR11A,4,-0.18752580218789955,0.1168108865934159
dim_18,ATBR17A,1,-0.04041793364255726,0.12655857361613668
dim_18,ATBR17A,2,-0.004865695574225007,0.14621403950948197
dim_18,ATBR17A,3,0.2664825827435205,0.2158970413580639
dim_18,ATBR12EB,1,0.08149024077228306,0.13249228746521222
dim_18,ATBR12EB,2,0.10358476909526124,0.18124228963808253
dim_18,ATBR12EB,3,-0.1683246055100081,0.08172719933962631
dim_18,ATBR12EB,4,0.021778426984535776,0.1526529127802523
dim_18,ACBG20,1,-0.006051183103499516,0.15160184212853342
dim_18,ACBG20,2,0.8765963886751315,0.012969013875477246
dim_18,ACBG21B,1,-0.006051183103499516,0.15160184212853342
dim_18,ACBG21B,2,0.8765963886751315,0.012969013875477246
dim_18,ACBG21E,1,-0.006051183103499516,0.15160184212853342
dim_18,ACBG21E,2,0.8765963886751315,0.012969013875477246
dim_18,ACBG21D,1,-0.006051183103499516,0.15160184212853342
